sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class
9780,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9781,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9782,684,968,854,1347,1889,1997,2166,2056,1752,1336,6422
9783,655,1009,879,1386,1996,2074,2154,2198,1893,1453,6422
9784,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
9785,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9786,655,1009,879,1386,1996,2074,2154,2198,1893,1453,6422
9787,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9788,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9789,679,962,834,1386,1996,2074,2210,2198,1893,1453,6422
9790,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9791,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9792,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
9793,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9794,627,963,800,1296,1943,2060,2294,2081,1593,1143,6422
9795,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9796,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9797,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9798,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9799,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9800,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9801,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9802,805,1112,1152,1458,1948,2064,2118,2096,1858,1538,6422
9803,684,977,859,1347,1889,1997,2172,2056,1752,1336,6422
9804,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9805,684,968,854,1347,1889,1997,2166,2056,1752,1336,6422
9806,669,1018,874,1360,1987,2115,2248,2165,1743,1259,6422
9807,669,1018,874,1360,1987,2115,2248,2165,1743,1259,6422
9808,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9809,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9810,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9811,578,931,760,1360,1987,2115,2270,2165,1743,1259,6422
9812,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9813,669,1018,874,1360,1987,2115,2248,2165,1743,1259,6422
9814,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9815,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9816,655,1009,879,1386,1996,2074,2154,2198,1893,1453,6422
9817,655,1009,879,1386,1996,2074,2154,2198,1893,1453,6422
9818,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
9819,805,1112,1152,1458,1948,2064,2118,2096,1858,1538,6422
9820,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9821,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9822,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9823,679,962,834,1386,1996,2074,2210,2198,1893,1453,6422
9824,781,1076,1046,1406,2002,2053,2144,2116,1764,1396,6422
9825,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9826,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9827,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9828,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9829,647,960,796,1296,1943,2060,2322,2081,1593,1143,6422
9830,627,963,800,1296,1943,2060,2294,2081,1593,1143,6422
9831,665,970,808,1406,2002,2053,2248,2116,1764,1396,6422
9832,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9833,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9834,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9835,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9836,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9837,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9838,805,1112,1152,1458,1948,2064,2118,2096,1858,1538,6422
9839,715,996,932,1386,1996,2074,2244,2198,1893,1453,6422
9840,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9841,824,1088,1074,1406,2002,2053,2180,2116,1764,1396,6422
9842,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9843,715,996,932,1386,1996,2074,2244,2198,1893,1453,6422
9844,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9845,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9846,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9847,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9848,781,1076,1046,1406,2002,2053,2144,2116,1764,1396,6422
9849,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9850,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
9851,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9852,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9853,805,1112,1152,1458,1948,2064,2118,2096,1858,1538,6422
9854,655,1009,879,1386,1996,2074,2154,2198,1893,1453,6422
9855,805,1112,1152,1458,1948,2064,2118,2096,1858,1538,6422
9856,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9857,647,960,796,1296,1943,2060,2322,2081,1593,1143,6422
9858,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9859,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9860,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
9861,647,960,796,1296,1943,2060,2322,2081,1593,1143,6422
9862,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9863,557,930,839,1360,1987,2115,2184,2165,1743,1259,6422
9864,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9865,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9866,824,1088,1074,1406,2002,2053,2180,2116,1764,1396,6422
9867,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9868,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9869,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9870,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9871,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9872,824,1088,1074,1406,2002,2053,2180,2116,1764,1396,6422
9873,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9874,669,1018,874,1360,1987,2115,2248,2165,1743,1259,6422
9875,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9876,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9877,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9878,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9879,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9880,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9881,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
9882,684,977,859,1347,1889,1997,2172,2056,1752,1336,6422
9883,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9884,824,1088,1074,1406,2002,2053,2180,2116,1764,1396,6422
9885,669,1018,874,1360,1987,2115,2248,2165,1743,1259,6422
9886,684,968,854,1347,1889,1997,2166,2056,1752,1336,6422
9887,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9888,684,968,854,1347,1889,1997,2166,2056,1752,1336,6422
9889,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9890,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9891,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9892,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
9893,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9894,665,970,808,1406,2002,2053,2248,2116,1764,1396,6422
9895,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9896,665,970,808,1406,2002,2053,2248,2116,1764,1396,6422
9897,679,962,834,1386,1996,2074,2210,2198,1893,1453,6422
9898,824,1088,1074,1406,2002,2053,2180,2116,1764,1396,6422
9899,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
9900,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9901,684,977,859,1347,1889,1997,2172,2056,1752,1336,6422
9902,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9903,781,1076,1046,1406,2002,2053,2144,2116,1764,1396,6422
9904,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9905,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9906,627,963,800,1296,1943,2060,2294,2081,1593,1143,6422
9907,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9908,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9909,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9910,684,977,859,1347,1889,1997,2172,2056,1752,1336,6422
9911,669,1018,874,1360,1987,2115,2248,2165,1743,1259,6422
9912,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
9913,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9914,684,977,859,1347,1889,1997,2172,2056,1752,1336,6422
9915,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9916,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9917,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9918,781,1076,1046,1406,2002,2053,2144,2116,1764,1396,6422
9919,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9920,824,1088,1074,1406,2002,2053,2180,2116,1764,1396,6422
9921,578,931,760,1360,1987,2115,2270,2165,1743,1259,6422
9922,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9923,655,1009,879,1386,1996,2074,2154,2198,1893,1453,6422
9924,684,977,859,1347,1889,1997,2172,2056,1752,1336,6422
9925,684,977,859,1347,1889,1997,2172,2056,1752,1336,6422
9926,669,1018,874,1360,1987,2115,2248,2165,1743,1259,6422
9927,655,1009,879,1386,1996,2074,2154,2198,1893,1453,6422
9928,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9929,655,1009,879,1386,1996,2074,2154,2198,1893,1453,6422
9930,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9931,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9932,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9933,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9934,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9935,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9936,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9937,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9938,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9939,665,970,808,1406,2002,2053,2248,2116,1764,1396,6422
9940,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
9941,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9942,684,977,859,1347,1889,1997,2172,2056,1752,1336,6422
9943,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9944,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9945,665,970,808,1406,2002,2053,2248,2116,1764,1396,6422
9946,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9947,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9948,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9949,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9950,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9951,824,1088,1074,1406,2002,2053,2180,2116,1764,1396,6422
9952,805,1112,1152,1458,1948,2064,2118,2096,1858,1538,6422
9953,684,968,854,1347,1889,1997,2166,2056,1752,1336,6422
9954,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9955,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9956,630,968,904,1386,1996,2074,2166,2198,1893,1453,6422
9957,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9958,706,974,873,1347,1889,1997,2144,2056,1752,1336,6422
9959,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9960,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9961,647,960,796,1296,1943,2060,2322,2081,1593,1143,6422
9962,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9963,715,996,932,1386,1996,2074,2244,2198,1893,1453,6422
9964,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9965,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9966,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9967,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9968,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9969,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9970,647,970,849,1296,1943,2060,2194,2081,1593,1143,6422
9971,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9972,684,968,854,1347,1889,1997,2166,2056,1752,1336,6422
9973,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9974,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9975,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9976,684,977,859,1347,1889,1997,2172,2056,1752,1336,6422
9977,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9978,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9979,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9980,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9981,684,968,854,1347,1889,1997,2166,2056,1752,1336,6422
9982,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9983,715,996,932,1386,1996,2074,2244,2198,1893,1453,6422
9984,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9985,684,968,854,1347,1889,1997,2166,2056,1752,1336,6422
9986,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9987,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9988,781,1076,1046,1406,2002,2053,2144,2116,1764,1396,6422
9989,680,992,880,1347,1889,1997,2094,2056,1752,1336,6422
9990,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
9991,670,995,871,1458,1948,2064,2196,2096,1858,1538,6422
9992,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9993,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9994,661,955,828,1296,1943,2060,2210,2081,1593,1143,6422
9995,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9996,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
9997,684,968,854,1347,1889,1997,2166,2056,1752,1336,6422
9998,630,968,820,1360,1987,2115,2272,2165,1743,1259,6422
9999,651,960,833,1406,2002,2053,2236,2116,1764,1396,6422
10000,814,1138,1182,1458,1948,2064,2186,2096,1858,1538,6422
10001,824,1088,1074,1406,2002,2053,2180,2116,1764,1396,6422
10002,716,1012,857,1458,1948,2064,2210,2096,1858,1538,6422
10003,634,831,575,984,2438,3003,3094,2984,1378,760,sattar
10004,655,873,675,1109,2607,2998,3086,3137,1471,870,sattar
10005,622,845,539,1069,2684,3251,3354,3239,1499,848,sattar
10006,639,802,626,1035,2453,2877,2928,2935,1377,804,sattar
10007,705,916,673,1224,2668,3228,3554,3247,1854,1177,sattar
10008,910,1158,1140,1224,2668,3228,3016,3247,1854,1177,sattar
10009,649,861,544,1132,2853,3259,3496,3481,1506,868,sattar
10010,626,845,543,1224,2668,3228,4046,3247,1854,1177,sattar
10011,631,841,531,1106,2871,3436,3798,3563,1504,861,sattar
10012,649,861,544,1132,2853,3259,3496,3481,1506,868,sattar
10013,634,831,575,984,2438,3003,3094,2984,1378,760,sattar
10014,649,861,544,1132,2853,3259,3496,3481,1506,868,sattar
10015,656,816,640,984,2438,3003,2998,2984,1378,760,sattar
10016,626,845,543,1224,2668,3228,4046,3247,1854,1177,sattar
10017,669,919,688,1165,2858,3474,3574,3468,1638,949,sattar
10018,633,826,645,1035,2453,2877,2842,2935,1377,804,sattar
10019,670,865,639,1037,2329,2757,2896,2825,1342,790,sattar
10020,802,1015,951,1224,2668,3228,3326,3247,1854,1177,sattar
10021,602,828,500,1069,2684,3251,3586,3239,1499,848,sattar
10022,602,814,509,1054,2653,3253,3392,3233,1457,778,sattar
10023,693,895,664,1037,2329,2757,2790,2825,1342,790,sattar
10024,655,845,545,1106,2871,3436,3906,3563,1504,861,sattar
10025,649,861,544,1132,2853,3259,3496,3481,1506,868,sattar
10026,693,895,664,1037,2329,2757,2790,2825,1342,790,sattar
10027,802,1015,951,1224,2668,3228,3326,3247,1854,1177,sattar
10028,634,831,575,984,2438,3003,3094,2984,1378,760,sattar
10029,572,807,508,1054,2653,3253,3452,3233,1457,778,sattar
10030,669,919,688,1165,2858,3474,3574,3468,1638,949,sattar
10031,618,838,597,1106,2871,3436,3606,3563,1504,861,sattar
10032,661,869,571,1106,2871,3436,3536,3563,1504,861,sattar
10033,641,819,593,975,2434,2942,3032,2987,1357,741,sattar
10034,693,895,664,1037,2329,2757,2790,2825,1342,790,sattar
10035,639,812,606,975,2434,2942,2886,2987,1357,741,sattar
10036,688,838,582,1132,2853,3259,3618,3481,1506,868,sattar
10037,634,831,575,984,2438,3003,3094,2984,1378,760,sattar
10038,611,805,537,1054,2653,3253,3462,3233,1457,778,sattar
10039,614,839,532,1132,2853,3259,3702,3481,1506,868,sattar
10040,602,814,509,1054,2653,3253,3392,3233,1457,778,sattar
10041,614,836,531,1073,2757,3261,3438,3361,1516,812,sattar
10042,802,1015,951,1224,2668,3228,3326,3247,1854,1177,sattar
10043,622,845,539,1069,2684,3251,3354,3239,1499,848,sattar
10044,705,916,673,1224,2668,3228,3554,3247,1854,1177,sattar
10045,606,812,500,1054,2653,3253,3436,3233,1457,778,sattar
10046,602,828,500,1069,2684,3251,3586,3239,1499,848,sattar
10047,715,899,694,1170,2409,2711,2928,2879,1508,990,sattar
10048,622,823,508,1069,2684,3251,3438,3239,1499,848,sattar
10049,631,841,531,1106,2871,3436,3798,3563,1504,861,sattar
10050,618,838,597,1106,2871,3436,3606,3563,1504,861,sattar
10051,693,895,664,1037,2329,2757,2790,2825,1342,790,sattar
10052,606,812,500,1054,2653,3253,3436,3233,1457,778,sattar
10053,669,919,688,1165,2858,3474,3574,3468,1638,949,sattar
10054,606,850,583,1073,2757,3261,3636,3361,1516,812,sattar
10055,639,802,626,1035,2453,2877,2928,2935,1377,804,sattar
10056,602,828,500,1069,2684,3251,3586,3239,1499,848,sattar
10057,614,839,532,1132,2853,3259,3702,3481,1506,868,sattar
10058,661,869,571,1106,2871,3436,3536,3563,1504,861,sattar
10059,611,805,537,1054,2653,3253,3462,3233,1457,778,sattar
10060,631,841,531,1106,2871,3436,3798,3563,1504,861,sattar
10061,802,1015,951,1224,2668,3228,3326,3247,1854,1177,sattar
10062,634,831,575,984,2438,3003,3094,2984,1378,760,sattar
10063,602,828,500,1069,2684,3251,3586,3239,1499,848,sattar
10064,649,861,544,1132,2853,3259,3496,3481,1506,868,sattar
10065,647,824,694,1020,2357,2911,2906,2865,1393,786,sattar
10066,910,1158,1140,1224,2668,3228,3016,3247,1854,1177,sattar
10067,655,845,545,1106,2871,3436,3906,3563,1504,861,sattar
10068,634,831,575,984,2438,3003,3094,2984,1378,760,sattar
10069,626,845,543,1224,2668,3228,4046,3247,1854,1177,sattar
10070,606,850,583,1073,2757,3261,3636,3361,1516,812,sattar
10071,705,916,673,1224,2668,3228,3554,3247,1854,1177,sattar
10072,705,916,673,1224,2668,3228,3554,3247,1854,1177,sattar
10073,910,1158,1140,1224,2668,3228,3016,3247,1854,1177,sattar
10074,622,845,539,1069,2684,3251,3354,3239,1499,848,sattar
10075,602,814,509,1054,2653,3253,3392,3233,1457,778,sattar
10076,622,845,539,1069,2684,3251,3354,3239,1499,848,sattar
10077,606,812,500,1054,2653,3253,3436,3233,1457,778,sattar
10078,715,899,694,1170,2409,2711,2928,2879,1508,990,sattar
10079,618,807,561,1073,2757,3261,3428,3361,1516,812,sattar
10080,655,873,675,1109,2607,2998,3086,3137,1471,870,sattar
10081,614,836,531,1073,2757,3261,3438,3361,1516,812,sattar
10082,661,869,571,1106,2871,3436,3536,3563,1504,861,sattar
10083,639,802,626,1035,2453,2877,2928,2935,1377,804,sattar
10084,631,841,531,1106,2871,3436,3798,3563,1504,861,sattar
10085,614,836,531,1073,2757,3261,3438,3361,1516,812,sattar
10086,631,841,531,1106,2871,3436,3798,3563,1504,861,sattar
10087,606,812,500,1054,2653,3253,3436,3233,1457,778,sattar
10088,614,839,532,1132,2853,3259,3702,3481,1506,868,sattar
10089,626,845,543,1224,2668,3228,4046,3247,1854,1177,sattar
10090,655,845,545,1106,2871,3436,3906,3563,1504,861,sattar
10091,655,873,675,1109,2607,2998,3086,3137,1471,870,sattar
10092,639,802,626,1035,2453,2877,2928,2935,1377,804,sattar
10093,626,830,568,1132,2853,3259,3520,3481,1506,868,sattar
10094,715,899,694,1170,2409,2711,2928,2879,1508,990,sattar
10095,639,802,626,1035,2453,2877,2928,2935,1377,804,sattar
10096,614,836,531,1073,2757,3261,3438,3361,1516,812,sattar
10097,602,828,500,1069,2684,3251,3586,3239,1499,848,sattar
10098,614,836,531,1073,2757,3261,3438,3361,1516,812,sattar
10099,670,865,639,1037,2329,2757,2896,2825,1342,790,sattar
10100,572,807,508,1054,2653,3253,3452,3233,1457,778,sattar
10101,641,819,593,975,2434,2942,3032,2987,1357,741,sattar
10102,664,839,667,1020,2357,2911,2780,2865,1393,786,sattar
10103,622,823,508,1069,2684,3251,3438,3239,1499,848,sattar
10104,661,869,571,1106,2871,3436,3536,3563,1504,861,sattar
10105,653,815,545,1069,2684,3251,3482,3239,1499,848,sattar
10106,910,1158,1140,1224,2668,3228,3016,3247,1854,1177,sattar
10107,910,1158,1140,1224,2668,3228,3016,3247,1854,1177,sattar
10108,910,1158,1140,1224,2668,3228,3016,3247,1854,1177,sattar
10109,606,850,583,1073,2757,3261,3636,3361,1516,812,sattar
10110,567,785,484,1073,2757,3261,3516,3361,1516,812,sattar
10111,653,815,545,1069,2684,3251,3482,3239,1499,848,sattar
10112,910,1158,1140,1224,2668,3228,3016,3247,1854,1177,sattar
10113,647,824,694,1020,2357,2911,2906,2865,1393,786,sattar
10114,802,1015,951,1224,2668,3228,3326,3247,1854,1177,sattar
10115,653,815,545,1069,2684,3251,3482,3239,1499,848,sattar
10116,641,819,593,975,2434,2942,3032,2987,1357,741,sattar
10117,656,816,640,984,2438,3003,2998,2984,1378,760,sattar
10118,639,802,626,1035,2453,2877,2928,2935,1377,804,sattar
10119,649,861,544,1132,2853,3259,3496,3481,1506,868,sattar
10120,910,1158,1140,1224,2668,3228,3016,3247,1854,1177,sattar
10121,618,807,561,1073,2757,3261,3428,3361,1516,812,sattar
10122,606,850,583,1073,2757,3261,3636,3361,1516,812,sattar
10123,661,869,571,1106,2871,3436,3536,3563,1504,861,sattar
10124,693,895,664,1037,2329,2757,2790,2825,1342,790,sattar
10125,639,812,606,975,2434,2942,2886,2987,1357,741,sattar
10126,626,830,568,1132,2853,3259,3520,3481,1506,868,sattar
10127,910,1158,1140,1224,2668,3228,3016,3247,1854,1177,sattar
10128,631,841,531,1106,2871,3436,3798,3563,1504,861,sattar
10129,567,785,484,1073,2757,3261,3516,3361,1516,812,sattar
10130,647,824,694,1020,2357,2911,2906,2865,1393,786,sattar
10131,622,845,539,1069,2684,3251,3354,3239,1499,848,sattar
10132,631,841,531,1106,2871,3436,3798,3563,1504,861,sattar
10133,647,824,694,1020,2357,2911,2906,2865,1393,786,sattar
10134,622,823,508,1069,2684,3251,3438,3239,1499,848,sattar
10135,626,845,543,1224,2668,3228,4046,3247,1854,1177,sattar
10136,626,830,568,1132,2853,3259,3520,3481,1506,868,sattar
10137,611,805,537,1054,2653,3253,3462,3233,1457,778,sattar
10138,626,830,568,1132,2853,3259,3520,3481,1506,868,sattar
10139,669,919,688,1165,2858,3474,3574,3468,1638,949,sattar
10140,653,815,545,1069,2684,3251,3482,3239,1499,848,sattar
10141,670,865,639,1037,2329,2757,2896,2825,1342,790,sattar
10142,647,824,694,1020,2357,2911,2906,2865,1393,786,sattar
10143,639,802,626,1035,2453,2877,2928,2935,1377,804,sattar
10144,618,838,597,1106,2871,3436,3606,3563,1504,861,sattar
10145,674,860,661,1165,2858,3474,3738,3468,1638,949,sattar
10146,626,830,568,1132,2853,3259,3520,3481,1506,868,sattar
10147,633,826,645,1035,2453,2877,2842,2935,1377,804,sattar
10148,567,785,484,1073,2757,3261,3516,3361,1516,812,sattar
10149,910,1158,1140,1224,2668,3228,3016,3247,1854,1177,sattar
10150,802,1015,951,1224,2668,3228,3326,3247,1854,1177,sattar
10151,626,830,568,1132,2853,3259,3520,3481,1506,868,sattar
10152,688,838,582,1132,2853,3259,3618,3481,1506,868,sattar
10153,567,785,484,1073,2757,3261,3516,3361,1516,812,sattar
10154,693,895,664,1037,2329,2757,2790,2825,1342,790,sattar
10155,622,845,539,1069,2684,3251,3354,3239,1499,848,sattar
10156,614,836,531,1073,2757,3261,3438,3361,1516,812,sattar
10157,649,861,544,1132,2853,3259,3496,3481,1506,868,sattar
10158,611,805,537,1054,2653,3253,3462,3233,1457,778,sattar
10159,802,1015,951,1224,2668,3228,3326,3247,1854,1177,sattar
10160,693,895,664,1037,2329,2757,2790,2825,1342,790,sattar
10161,631,841,531,1106,2871,3436,3798,3563,1504,861,sattar
10162,634,831,575,984,2438,3003,3094,2984,1378,760,sattar
10163,634,831,575,984,2438,3003,3094,2984,1378,760,sattar
10164,618,838,597,1106,2871,3436,3606,3563,1504,861,sattar
10165,802,1015,951,1224,2668,3228,3326,3247,1854,1177,sattar
10166,567,785,484,1073,2757,3261,3516,3361,1516,812,sattar
10167,626,845,543,1224,2668,3228,4046,3247,1854,1177,sattar
10168,602,814,509,1054,2653,3253,3392,3233,1457,778,sattar
10169,688,838,582,1132,2853,3259,3618,3481,1506,868,sattar
10170,639,812,606,975,2434,2942,2886,2987,1357,741,sattar
10171,614,836,531,1073,2757,3261,3438,3361,1516,812,sattar
10172,670,865,639,1037,2329,2757,2896,2825,1342,790,sattar
10173,653,815,545,1069,2684,3251,3482,3239,1499,848,sattar
10174,622,845,539,1069,2684,3251,3354,3239,1499,848,sattar
10175,705,916,673,1224,2668,3228,3554,3247,1854,1177,sattar
10176,693,895,664,1037,2329,2757,2790,2825,1342,790,sattar
10177,606,850,583,1073,2757,3261,3636,3361,1516,812,sattar
10178,653,815,545,1069,2684,3251,3482,3239,1499,848,sattar
10179,602,814,509,1054,2653,3253,3392,3233,1457,778,sattar
10180,664,839,667,1020,2357,2911,2780,2865,1393,786,sattar
10181,656,816,640,984,2438,3003,2998,2984,1378,760,sattar
10182,602,814,509,1054,2653,3253,3392,3233,1457,778,sattar
10183,656,816,640,984,2438,3003,2998,2984,1378,760,sattar
10184,656,816,640,984,2438,3003,2998,2984,1378,760,sattar
10185,688,838,582,1132,2853,3259,3618,3481,1506,868,sattar
10186,802,1015,951,1224,2668,3228,3326,3247,1854,1177,sattar
10187,611,805,537,1054,2653,3253,3462,3233,1457,778,sattar
10188,802,1015,951,1224,2668,3228,3326,3247,1854,1177,sattar
10189,656,816,640,984,2438,3003,2998,2984,1378,760,sattar
10190,639,802,626,1035,2453,2877,2928,2935,1377,804,sattar
10191,606,850,583,1073,2757,3261,3636,3361,1516,812,sattar
10192,626,845,543,1224,2668,3228,4046,3247,1854,1177,sattar
10193,602,828,500,1069,2684,3251,3586,3239,1499,848,sattar
10194,631,841,531,1106,2871,3436,3798,3563,1504,861,sattar
10195,639,802,626,1035,2453,2877,2928,2935,1377,804,sattar
10196,705,916,673,1224,2668,3228,3554,3247,1854,1177,sattar
10197,618,807,561,1073,2757,3261,3428,3361,1516,812,sattar
10198,693,895,664,1037,2329,2757,2790,2825,1342,790,sattar
