sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class
1,423,703,500,933,2507,2955,2814,2976,1417,788,6422
2,355,589,370,933,2507,2955,3326,2976,1417,788,6422
3,389,667,424,954,2526,3009,3172,3063,1432,805,6422
4,355,589,370,933,2507,2955,3326,2976,1417,788,6422
5,349,579,375,825,2714,3253,3496,3273,1339,643,6422
6,393,670,413,933,2507,2955,3090,2976,1417,788,6422
7,705,985,1134,1842,2216,2498,2142,2643,2039,1421,6422
8,662,922,1106,1511,1869,2139,2188,2267,1924,1346,6422
9,361,597,330,825,2714,3253,3454,3273,1339,643,6422
10,316,515,262,803,2748,3417,3706,3487,1264,634,6422
11,349,579,375,825,2714,3253,3496,3273,1339,643,6422
12,313,519,266,847,2565,3295,3748,3271,1357,647,6422
13,316,545,318,825,2714,3253,3516,3273,1339,643,6422
14,313,519,266,847,2565,3295,3748,3271,1357,647,6422
15,373,564,353,899,2635,3291,3528,3313,1448,752,6422
16,389,667,424,954,2526,3009,3172,3063,1432,805,6422
17,307,575,357,954,2526,3009,3362,3063,1432,805,6422
18,307,575,357,954,2526,3009,3362,3063,1432,805,6422
19,360,528,339,847,2565,3295,3426,3271,1357,647,6422
20,347,592,309,825,2714,3253,3470,3273,1339,643,6422
21,309,540,268,847,2565,3295,3814,3271,1357,647,6422
22,316,515,262,803,2748,3417,3706,3487,1264,634,6422
23,357,586,317,899,2635,3291,3516,3313,1448,752,6422
24,389,667,424,954,2526,3009,3172,3063,1432,805,6422
25,313,519,266,847,2565,3295,3748,3271,1357,647,6422
26,316,545,318,825,2714,3253,3516,3273,1339,643,6422
27,360,528,339,847,2565,3295,3426,3271,1357,647,6422
28,307,575,357,954,2526,3009,3362,3063,1432,805,6422
29,299,499,289,803,2748,3417,3650,3487,1264,634,6422
30,307,575,357,954,2526,3009,3362,3063,1432,805,6422
31,494,786,584,954,2526,3009,3000,3063,1432,805,6422
32,319,549,305,847,2565,3295,3310,3271,1357,647,6422
33,313,519,266,847,2565,3295,3748,3271,1357,647,6422
34,316,545,318,825,2714,3253,3516,3273,1339,643,6422
35,357,586,317,899,2635,3291,3516,3313,1448,752,6422
36,299,499,289,803,2748,3417,3650,3487,1264,634,6422
37,349,579,375,825,2714,3253,3496,3273,1339,643,6422
38,389,667,424,954,2526,3009,3172,3063,1432,805,6422
39,389,667,424,954,2526,3009,3172,3063,1432,805,6422
40,349,579,375,825,2714,3253,3496,3273,1339,643,6422
41,373,564,353,899,2635,3291,3528,3313,1448,752,6422
42,393,670,413,933,2507,2955,3090,2976,1417,788,6422
43,423,703,500,933,2507,2955,2814,2976,1417,788,6422
44,347,592,309,825,2714,3253,3470,3273,1339,643,6422
45,309,540,268,847,2565,3295,3814,3271,1357,647,6422
46,357,586,317,899,2635,3291,3516,3313,1448,752,6422
47,349,579,375,825,2714,3253,3496,3273,1339,643,6422
48,373,564,353,899,2635,3291,3528,3313,1448,752,6422
49,299,499,289,803,2748,3417,3650,3487,1264,634,6422
50,273,507,287,803,2748,3417,3682,3487,1264,634,6422
51,393,670,413,933,2507,2955,3090,2976,1417,788,6422
52,309,540,268,847,2565,3295,3814,3271,1357,647,6422
53,357,556,378,899,2635,3291,3422,3313,1448,752,6422
54,309,540,268,847,2565,3295,3814,3271,1357,647,6422
55,299,499,289,803,2748,3417,3650,3487,1264,634,6422
56,349,579,375,825,2714,3253,3496,3273,1339,643,6422
57,347,592,309,825,2714,3253,3470,3273,1339,643,6422
58,313,519,266,847,2565,3295,3748,3271,1357,647,6422
59,299,499,289,803,2748,3417,3650,3487,1264,634,6422
60,299,499,289,803,2748,3417,3650,3487,1264,634,6422
61,349,579,375,825,2714,3253,3496,3273,1339,643,6422
62,357,586,317,899,2635,3291,3516,3313,1448,752,6422
63,313,519,266,847,2565,3295,3748,3271,1357,647,6422
64,361,597,330,825,2714,3253,3454,3273,1339,643,6422
65,316,545,318,825,2714,3253,3516,3273,1339,643,6422
66,367,530,396,899,2635,3291,3378,3313,1448,752,6422
67,389,667,424,954,2526,3009,3172,3063,1432,805,6422
68,355,589,370,933,2507,2955,3326,2976,1417,788,6422
69,355,589,370,933,2507,2955,3326,2976,1417,788,6422
70,296,523,261,803,2748,3417,3592,3487,1264,634,6422
71,299,499,289,803,2748,3417,3650,3487,1264,634,6422
72,347,592,309,825,2714,3253,3470,3273,1339,643,6422
73,357,586,317,899,2635,3291,3516,3313,1448,752,6422
74,423,703,500,933,2507,2955,2814,2976,1417,788,6422
75,355,589,370,933,2507,2955,3326,2976,1417,788,6422
76,357,586,317,899,2635,3291,3516,3313,1448,752,6422
77,299,499,289,803,2748,3417,3650,3487,1264,634,6422
78,373,564,353,899,2635,3291,3528,3313,1448,752,6422
79,357,556,378,899,2635,3291,3422,3313,1448,752,6422
80,355,589,370,933,2507,2955,3326,2976,1417,788,6422
81,349,579,375,825,2714,3253,3496,3273,1339,643,6422
82,423,703,500,933,2507,2955,2814,2976,1417,788,6422
83,361,597,330,825,2714,3253,3454,3273,1339,643,6422
84,316,515,262,803,2748,3417,3706,3487,1264,634,6422
85,361,597,330,825,2714,3253,3454,3273,1339,643,6422
86,355,589,370,933,2507,2955,3326,2976,1417,788,6422
87,307,575,357,954,2526,3009,3362,3063,1432,805,6422
88,349,579,375,825,2714,3253,3496,3273,1339,643,6422
89,299,499,289,803,2748,3417,3650,3487,1264,634,6422
90,313,519,266,847,2565,3295,3748,3271,1357,647,6422
91,296,523,261,803,2748,3417,3592,3487,1264,634,6422
92,393,670,413,933,2507,2955,3090,2976,1417,788,6422
93,316,545,318,825,2714,3253,3516,3273,1339,643,6422
94,313,519,266,847,2565,3295,3748,3271,1357,647,6422
95,347,592,309,825,2714,3253,3470,3273,1339,643,6422
96,360,528,339,847,2565,3295,3426,3271,1357,647,6422
97,360,528,339,847,2565,3295,3426,3271,1357,647,6422
98,299,499,289,803,2748,3417,3650,3487,1264,634,6422
99,361,597,330,825,2714,3253,3454,3273,1339,643,6422
100,307,575,357,954,2526,3009,3362,3063,1432,805,6422
101,309,540,268,847,2565,3295,3814,3271,1357,647,6422
102,349,579,375,825,2714,3253,3496,3273,1339,643,6422
103,360,528,339,847,2565,3295,3426,3271,1357,647,6422
104,373,564,353,899,2635,3291,3528,3313,1448,752,6422
105,347,636,392,933,2507,2955,3308,2976,1417,788,6422
106,357,586,317,899,2635,3291,3516,3313,1448,752,6422
107,357,586,317,899,2635,3291,3516,3313,1448,752,6422
108,423,703,500,933,2507,2955,2814,2976,1417,788,6422
109,393,670,413,933,2507,2955,3090,2976,1417,788,6422
110,349,579,375,825,2714,3253,3496,3273,1339,643,6422
111,373,564,353,899,2635,3291,3528,3313,1448,752,6422
112,361,597,330,825,2714,3253,3454,3273,1339,643,6422
113,357,556,378,899,2635,3291,3422,3313,1448,752,6422
114,494,786,584,954,2526,3009,3000,3063,1432,805,6422
115,296,523,261,803,2748,3417,3592,3487,1264,634,6422
116,347,636,392,933,2507,2955,3308,2976,1417,788,6422
117,355,589,370,933,2507,2955,3326,2976,1417,788,6422
118,296,523,261,803,2748,3417,3592,3487,1264,634,6422
119,273,507,287,803,2748,3417,3682,3487,1264,634,6422
120,316,515,262,803,2748,3417,3706,3487,1264,634,6422
121,349,589,370,954,2526,3009,3360,3063,1432,805,6422
122,307,575,357,954,2526,3009,3362,3063,1432,805,6422
123,299,499,289,803,2748,3417,3650,3487,1264,634,6422
124,349,579,375,825,2714,3253,3496,3273,1339,643,6422
125,299,499,289,803,2748,3417,3650,3487,1264,634,6422
126,355,589,370,933,2507,2955,3326,2976,1417,788,6422
127,313,519,266,847,2565,3295,3748,3271,1357,647,6422
128,393,670,413,933,2507,2955,3090,2976,1417,788,6422
129,367,530,396,899,2635,3291,3378,3313,1448,752,6422
130,355,589,370,933,2507,2955,3326,2976,1417,788,6422
131,389,667,424,954,2526,3009,3172,3063,1432,805,6422
132,355,589,370,933,2507,2955,3326,2976,1417,788,6422
133,367,530,396,899,2635,3291,3378,3313,1448,752,6422
134,361,597,330,825,2714,3253,3454,3273,1339,643,6422
135,347,636,392,933,2507,2955,3308,2976,1417,788,6422
136,296,523,261,803,2748,3417,3592,3487,1264,634,6422
137,349,579,375,825,2714,3253,3496,3273,1339,643,6422
138,494,786,584,954,2526,3009,3000,3063,1432,805,6422
139,313,519,266,847,2565,3295,3748,3271,1357,647,6422
140,423,703,500,933,2507,2955,2814,2976,1417,788,6422
141,296,523,261,803,2748,3417,3592,3487,1264,634,6422
142,355,589,370,933,2507,2955,3326,2976,1417,788,6422
143,393,670,413,933,2507,2955,3090,2976,1417,788,6422
144,357,586,317,899,2635,3291,3516,3313,1448,752,6422
145,393,670,413,933,2507,2955,3090,2976,1417,788,6422
146,373,564,353,899,2635,3291,3528,3313,1448,752,6422
147,273,507,287,803,2748,3417,3682,3487,1264,634,6422
148,296,523,261,803,2748,3417,3592,3487,1264,634,6422
149,349,579,375,825,2714,3253,3496,3273,1339,643,6422
150,423,703,500,933,2507,2955,2814,2976,1417,788,6422
151,273,507,287,803,2748,3417,3682,3487,1264,634,6422
152,296,523,261,803,2748,3417,3592,3487,1264,634,6422
153,319,549,305,847,2565,3295,3310,3271,1357,647,6422
154,349,579,375,825,2714,3253,3496,3273,1339,643,6422
155,296,523,261,803,2748,3417,3592,3487,1264,634,6422
156,389,667,424,954,2526,3009,3172,3063,1432,805,6422
157,307,575,357,954,2526,3009,3362,3063,1432,805,6422
158,361,597,330,825,2714,3253,3454,3273,1339,643,6422
159,349,579,375,825,2714,3253,3496,3273,1339,643,6422
160,299,499,289,803,2748,3417,3650,3487,1264,634,6422
161,361,597,330,825,2714,3253,3454,3273,1339,643,6422
162,389,667,424,954,2526,3009,3172,3063,1432,805,6422
163,296,523,261,803,2748,3417,3592,3487,1264,634,6422
164,360,528,339,847,2565,3295,3426,3271,1357,647,6422
165,307,575,357,954,2526,3009,3362,3063,1432,805,6422
166,373,564,353,899,2635,3291,3528,3313,1448,752,6422
167,307,575,357,954,2526,3009,3362,3063,1432,805,6422
168,355,589,370,933,2507,2955,3326,2976,1417,788,6422
169,299,499,289,803,2748,3417,3650,3487,1264,634,6422
170,296,523,261,803,2748,3417,3592,3487,1264,634,6422
171,423,703,500,933,2507,2955,2814,2976,1417,788,6422
172,316,545,318,825,2714,3253,3516,3273,1339,643,6422
173,313,519,266,847,2565,3295,3748,3271,1357,647,6422
174,389,667,424,954,2526,3009,3172,3063,1432,805,6422
175,360,528,339,847,2565,3295,3426,3271,1357,647,6422
176,347,592,309,825,2714,3253,3470,3273,1339,643,6422
177,313,519,266,847,2565,3295,3748,3271,1357,647,6422
178,347,592,309,825,2714,3253,3470,3273,1339,643,6422
179,296,523,261,803,2748,3417,3592,3487,1264,634,6422
180,296,523,261,803,2748,3417,3592,3487,1264,634,6422
181,361,597,330,825,2714,3253,3454,3273,1339,643,6422
182,423,703,500,933,2507,2955,2814,2976,1417,788,6422
183,355,589,370,933,2507,2955,3326,2976,1417,788,6422
184,349,589,370,954,2526,3009,3360,3063,1432,805,6422
185,307,575,357,954,2526,3009,3362,3063,1432,805,6422
186,349,589,370,954,2526,3009,3360,3063,1432,805,6422
187,357,556,378,899,2635,3291,3422,3313,1448,752,6422
188,389,667,424,954,2526,3009,3172,3063,1432,805,6422
189,423,703,500,933,2507,2955,2814,2976,1417,788,6422
190,355,589,370,933,2507,2955,3326,2976,1417,788,6422
191,316,545,318,825,2714,3253,3516,3273,1339,643,6422
192,347,636,392,933,2507,2955,3308,2976,1417,788,6422
193,494,786,584,954,2526,3009,3000,3063,1432,805,6422
194,296,523,261,803,2748,3417,3592,3487,1264,634,6422
195,373,564,353,899,2635,3291,3528,3313,1448,752,6422
196,316,515,262,803,2748,3417,3706,3487,1264,634,6422
197,296,523,261,803,2748,3417,3592,3487,1264,634,6422
198,299,499,289,803,2748,3417,3650,3487,1264,634,6422
199,347,636,392,933,2507,2955,3308,2976,1417,788,6422
200,316,545,318,825,2714,3253,3516,3273,1339,643,6422
201,360,528,339,847,2565,3295,3426,3271,1357,647,6422
202,423,703,500,933,2507,2955,2814,2976,1417,788,6422
203,373,564,353,899,2635,3291,3528,3313,1448,752,6422
204,316,545,318,825,2714,3253,3516,3273,1339,643,6422
205,347,636,392,933,2507,2955,3308,2976,1417,788,6422
206,347,636,392,933,2507,2955,3308,2976,1417,788,6422
207,373,564,353,899,2635,3291,3528,3313,1448,752,6422
208,494,786,584,954,2526,3009,3000,3063,1432,805,6422
209,299,499,289,803,2748,3417,3650,3487,1264,634,6422
210,389,667,424,954,2526,3009,3172,3063,1432,805,6422
211,309,540,268,847,2565,3295,3814,3271,1357,647,6422
212,361,597,330,825,2714,3253,3454,3273,1339,643,6422
213,357,586,317,899,2635,3291,3516,3313,1448,752,6422
214,316,545,318,825,2714,3253,3516,3273,1339,643,6422
215,316,545,318,825,2714,3253,3516,3273,1339,643,6422
216,360,528,339,847,2565,3295,3426,3271,1357,647,6422
217,357,586,317,899,2635,3291,3516,3313,1448,752,6422
218,373,564,353,899,2635,3291,3528,3313,1448,752,6422
219,357,586,317,899,2635,3291,3516,3313,1448,752,6422
220,373,564,353,899,2635,3291,3528,3313,1448,752,6422
221,373,564,353,899,2635,3291,3528,3313,1448,752,6422
222,296,523,261,803,2748,3417,3592,3487,1264,634,6422
223,296,523,261,803,2748,3417,3592,3487,1264,634,6422
224,307,575,357,954,2526,3009,3362,3063,1432,805,6422
225,373,564,353,899,2635,3291,3528,3313,1448,752,6422
226,307,575,357,954,2526,3009,3362,3063,1432,805,6422
227,355,589,370,933,2507,2955,3326,2976,1417,788,6422
228,355,589,370,933,2507,2955,3326,2976,1417,788,6422
229,349,589,370,954,2526,3009,3360,3063,1432,805,6422
230,423,703,500,933,2507,2955,2814,2976,1417,788,6422
231,307,575,357,954,2526,3009,3362,3063,1432,805,6422
232,316,545,318,825,2714,3253,3516,3273,1339,643,6422
233,347,636,392,933,2507,2955,3308,2976,1417,788,6422
234,307,575,357,954,2526,3009,3362,3063,1432,805,6422
235,349,589,370,954,2526,3009,3360,3063,1432,805,6422
236,373,564,353,899,2635,3291,3528,3313,1448,752,6422
237,296,523,261,803,2748,3417,3592,3487,1264,634,6422
238,299,499,289,803,2748,3417,3650,3487,1264,634,6422
239,361,597,330,825,2714,3253,3454,3273,1339,643,6422
240,313,519,266,847,2565,3295,3748,3271,1357,647,6422
241,389,667,424,954,2526,3009,3172,3063,1432,805,6422
242,393,670,413,933,2507,2955,3090,2976,1417,788,6422
243,347,592,309,825,2714,3253,3470,3273,1339,643,6422
244,299,499,289,803,2748,3417,3650,3487,1264,634,6422
245,355,589,370,933,2507,2955,3326,2976,1417,788,6422
246,373,564,353,899,2635,3291,3528,3313,1448,752,6422
247,313,519,266,847,2565,3295,3748,3271,1357,647,6422
248,361,597,330,825,2714,3253,3454,3273,1339,643,6422
249,355,589,370,933,2507,2955,3326,2976,1417,788,6422
250,299,499,289,803,2748,3417,3650,3487,1264,634,6422
251,273,507,287,803,2748,3417,3682,3487,1264,634,6422
252,347,592,309,825,2714,3253,3470,3273,1339,643,6422
253,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
254,847,979,796,1127,2789,3427,3464,3525,1608,852,6422
255,833,1019,810,1113,2801,3495,3350,3614,1582,866,6422
256,859,933,699,1135,2724,3463,3608,3637,1567,800,6422
257,779,912,660,1134,2801,3558,3698,3610,1501,746,6422
258,804,921,678,1095,2886,3553,3736,3676,1501,769,6422
259,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
260,832,939,711,1125,2977,3800,3768,3931,1541,796,6422
261,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
262,763,926,660,1134,2801,3558,3802,3610,1501,746,6422
263,779,908,657,1095,2976,3816,3870,3948,1507,715,6422
264,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
265,847,979,796,1127,2789,3427,3464,3525,1608,852,6422
266,773,902,688,1113,2801,3495,3846,3614,1582,866,6422
267,824,942,733,1160,2657,3384,3248,3495,1533,801,6422
268,832,993,814,1175,2784,3318,3222,3438,1662,953,6422
269,761,919,661,1122,2906,3642,3816,3824,1526,754,6422
270,810,925,694,1130,2751,3644,3848,3661,1556,792,6422
271,779,940,664,1095,2976,3816,3894,3948,1507,715,6422
272,773,902,688,1113,2801,3495,3846,3614,1582,866,6422
273,804,921,678,1095,2886,3553,3736,3676,1501,769,6422
274,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
275,813,959,750,1134,2801,3558,3642,3610,1501,746,6422
276,763,926,660,1134,2801,3558,3802,3610,1501,746,6422
277,761,919,661,1122,2906,3642,3816,3824,1526,754,6422
278,792,915,673,1113,2801,3495,3836,3614,1582,866,6422
279,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
280,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
281,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
282,813,959,750,1134,2801,3558,3642,3610,1501,746,6422
283,886,1021,832,1175,2784,3318,3274,3438,1662,953,6422
284,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
285,773,902,688,1113,2801,3495,3846,3614,1582,866,6422
286,771,894,682,1122,2906,3642,3740,3824,1526,754,6422
287,832,993,814,1175,2784,3318,3222,3438,1662,953,6422
288,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
289,792,915,673,1113,2801,3495,3836,3614,1582,866,6422
290,874,1005,869,1160,2657,3384,3288,3495,1533,801,6422
291,780,919,673,1094,3004,3837,3982,3963,1534,752,6422
292,779,940,664,1095,2976,3816,3894,3948,1507,715,6422
293,766,902,657,1099,2890,3823,3870,3927,1499,744,6422
294,834,969,736,1130,2751,3644,3482,3661,1556,792,6422
295,821,930,689,1095,2886,3553,3760,3676,1501,769,6422
296,760,913,661,1095,2976,3816,3826,3948,1507,715,6422
297,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
298,779,908,657,1095,2976,3816,3870,3948,1507,715,6422
299,794,935,741,1122,2906,3642,3730,3824,1526,754,6422
300,794,935,741,1122,2906,3642,3730,3824,1526,754,6422
301,833,964,808,1135,2724,3463,3464,3637,1567,800,6422
302,792,915,673,1113,2801,3495,3836,3614,1582,866,6422
303,788,911,702,1175,2784,3318,3786,3438,1662,953,6422
304,788,911,702,1175,2784,3318,3786,3438,1662,953,6422
305,832,993,814,1175,2784,3318,3222,3438,1662,953,6422
306,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
307,834,969,736,1130,2751,3644,3482,3661,1556,792,6422
308,763,926,660,1134,2801,3558,3802,3610,1501,746,6422
309,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
310,761,919,661,1122,2906,3642,3816,3824,1526,754,6422
311,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
312,832,939,711,1125,2977,3800,3768,3931,1541,796,6422
313,840,938,698,1118,2893,3683,3758,3804,1493,745,6422
314,834,969,736,1130,2751,3644,3482,3661,1556,792,6422
315,792,915,673,1113,2801,3495,3836,3614,1582,866,6422
316,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
317,779,940,664,1095,2976,3816,3894,3948,1507,715,6422
318,763,926,660,1134,2801,3558,3802,3610,1501,746,6422
319,833,964,808,1135,2724,3463,3464,3637,1567,800,6422
320,834,969,736,1130,2751,3644,3482,3661,1556,792,6422
321,859,933,699,1135,2724,3463,3608,3637,1567,800,6422
322,760,913,661,1095,2976,3816,3826,3948,1507,715,6422
323,832,993,814,1175,2784,3318,3222,3438,1662,953,6422
324,779,940,664,1095,2976,3816,3894,3948,1507,715,6422
325,780,919,673,1094,3004,3837,3982,3963,1534,752,6422
326,761,919,661,1122,2906,3642,3816,3824,1526,754,6422
327,766,902,657,1099,2890,3823,3870,3927,1499,744,6422
328,779,912,660,1134,2801,3558,3698,3610,1501,746,6422
329,874,1005,869,1160,2657,3384,3288,3495,1533,801,6422
330,780,919,673,1094,3004,3837,3982,3963,1534,752,6422
331,773,902,688,1113,2801,3495,3846,3614,1582,866,6422
332,766,929,697,1175,2784,3318,3748,3438,1662,953,6422
333,766,902,657,1099,2890,3823,3870,3927,1499,744,6422
334,788,911,702,1175,2784,3318,3786,3438,1662,953,6422
335,766,902,657,1099,2890,3823,3870,3927,1499,744,6422
336,792,915,673,1113,2801,3495,3836,3614,1582,866,6422
337,779,912,660,1134,2801,3558,3698,3610,1501,746,6422
338,779,908,657,1095,2976,3816,3870,3948,1507,715,6422
339,834,969,736,1130,2751,3644,3482,3661,1556,792,6422
340,783,897,683,1094,3004,3837,3882,3963,1534,752,6422
341,886,1021,832,1175,2784,3318,3274,3438,1662,953,6422
342,771,894,682,1122,2906,3642,3740,3824,1526,754,6422
343,779,940,664,1095,2976,3816,3894,3948,1507,715,6422
344,771,894,682,1122,2906,3642,3740,3824,1526,754,6422
345,780,919,673,1094,3004,3837,3982,3963,1534,752,6422
346,833,1019,810,1113,2801,3495,3350,3614,1582,866,6422
347,780,919,673,1094,3004,3837,3982,3963,1534,752,6422
348,766,902,657,1099,2890,3823,3870,3927,1499,744,6422
349,761,919,661,1122,2906,3642,3816,3824,1526,754,6422
350,779,940,664,1095,2976,3816,3894,3948,1507,715,6422
351,834,969,736,1130,2751,3644,3482,3661,1556,792,6422
352,761,919,661,1122,2906,3642,3816,3824,1526,754,6422
353,821,930,689,1095,2886,3553,3760,3676,1501,769,6422
354,798,921,669,1099,2890,3823,3870,3927,1499,744,6422
355,779,908,657,1095,2976,3816,3870,3948,1507,715,6422
356,763,926,660,1134,2801,3558,3802,3610,1501,746,6422
357,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
358,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
359,773,902,688,1113,2801,3495,3846,3614,1582,866,6422
360,792,915,673,1113,2801,3495,3836,3614,1582,866,6422
361,813,959,750,1134,2801,3558,3642,3610,1501,746,6422
362,766,929,697,1175,2784,3318,3748,3438,1662,953,6422
363,779,908,657,1095,2976,3816,3870,3948,1507,715,6422
364,779,940,664,1095,2976,3816,3894,3948,1507,715,6422
365,780,919,673,1094,3004,3837,3982,3963,1534,752,6422
366,766,902,657,1099,2890,3823,3870,3927,1499,744,6422
367,760,913,661,1095,2976,3816,3826,3948,1507,715,6422
368,813,959,750,1134,2801,3558,3642,3610,1501,746,6422
369,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
370,766,902,657,1099,2890,3823,3870,3927,1499,744,6422
371,834,969,736,1130,2751,3644,3482,3661,1556,792,6422
372,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
373,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
374,794,935,741,1122,2906,3642,3730,3824,1526,754,6422
375,769,902,701,1099,2890,3823,3686,3927,1499,744,6422
376,792,915,673,1113,2801,3495,3836,3614,1582,866,6422
377,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
378,783,897,683,1094,3004,3837,3882,3963,1534,752,6422
379,779,912,660,1134,2801,3558,3698,3610,1501,746,6422
380,788,911,702,1175,2784,3318,3786,3438,1662,953,6422
381,794,935,741,1122,2906,3642,3730,3824,1526,754,6422
382,771,894,682,1122,2906,3642,3740,3824,1526,754,6422
383,818,955,705,1125,2977,3800,3804,3931,1541,796,6422
384,779,940,664,1095,2976,3816,3894,3948,1507,715,6422
385,813,959,750,1134,2801,3558,3642,3610,1501,746,6422
386,783,897,683,1094,3004,3837,3882,3963,1534,752,6422
387,821,930,689,1095,2886,3553,3760,3676,1501,769,6422
388,783,897,683,1094,3004,3837,3882,3963,1534,752,6422
389,766,902,657,1099,2890,3823,3870,3927,1499,744,6422
390,769,901,651,1122,2906,3642,3784,3824,1526,754,6422
391,813,959,750,1134,2801,3558,3642,3610,1501,746,6422
392,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
393,769,902,701,1099,2890,3823,3686,3927,1499,744,6422
394,773,902,688,1113,2801,3495,3846,3614,1582,866,6422
395,821,930,689,1095,2886,3553,3760,3676,1501,769,6422
396,760,913,661,1095,2976,3816,3826,3948,1507,715,6422
397,798,921,669,1099,2890,3823,3870,3927,1499,744,6422
398,792,915,673,1113,2801,3495,3836,3614,1582,866,6422
399,760,913,661,1095,2976,3816,3826,3948,1507,715,6422
400,760,908,654,1095,2976,3816,3816,3948,1507,715,6422
401,834,969,736,1130,2751,3644,3482,3661,1556,792,6422
402,832,993,814,1175,2784,3318,3222,3438,1662,953,6422
403,840,938,698,1118,2893,3683,3758,3804,1493,745,6422
404,847,979,796,1127,2789,3427,3464,3525,1608,852,6422
405,798,921,669,1099,2890,3823,3870,3927,1499,744,6422
406,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
407,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
408,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
409,763,926,660,1134,2801,3558,3802,3610,1501,746,6422
410,813,959,750,1134,2801,3558,3642,3610,1501,746,6422
411,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
412,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
413,779,912,660,1134,2801,3558,3698,3610,1501,746,6422
414,771,894,682,1122,2906,3642,3740,3824,1526,754,6422
415,769,901,651,1122,2906,3642,3784,3824,1526,754,6422
416,794,935,741,1122,2906,3642,3730,3824,1526,754,6422
417,810,925,694,1130,2751,3644,3848,3661,1556,792,6422
418,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
419,832,993,814,1175,2784,3318,3222,3438,1662,953,6422
420,761,919,661,1122,2906,3642,3816,3824,1526,754,6422
421,760,913,661,1095,2976,3816,3826,3948,1507,715,6422
422,766,929,697,1175,2784,3318,3748,3438,1662,953,6422
423,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
424,780,919,673,1094,3004,3837,3982,3963,1534,752,6422
425,771,894,682,1122,2906,3642,3740,3824,1526,754,6422
426,763,926,660,1134,2801,3558,3802,3610,1501,746,6422
427,761,919,661,1122,2906,3642,3816,3824,1526,754,6422
428,792,915,673,1113,2801,3495,3836,3614,1582,866,6422
429,813,959,750,1134,2801,3558,3642,3610,1501,746,6422
430,847,979,796,1127,2789,3427,3464,3525,1608,852,6422
431,773,916,651,1102,2950,3830,3826,3940,1525,758,6422
432,771,894,682,1122,2906,3642,3740,3824,1526,754,6422
433,773,902,688,1113,2801,3495,3846,3614,1582,866,6422
434,794,935,741,1122,2906,3642,3730,3824,1526,754,6422
435,798,921,669,1099,2890,3823,3870,3927,1499,744,6422
436,794,935,741,1122,2906,3642,3730,3824,1526,754,6422
437,769,902,701,1099,2890,3823,3686,3927,1499,744,6422
438,773,902,688,1113,2801,3495,3846,3614,1582,866,6422
439,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
440,769,901,651,1122,2906,3642,3784,3824,1526,754,6422
441,818,955,705,1125,2977,3800,3804,3931,1541,796,6422
442,766,902,657,1099,2890,3823,3870,3927,1499,744,6422
443,798,921,669,1099,2890,3823,3870,3927,1499,744,6422
444,780,919,673,1094,3004,3837,3982,3963,1534,752,6422
445,833,1019,810,1113,2801,3495,3350,3614,1582,866,6422
446,773,902,688,1113,2801,3495,3846,3614,1582,866,6422
447,761,919,661,1122,2906,3642,3816,3824,1526,754,6422
448,798,921,669,1099,2890,3823,3870,3927,1499,744,6422
449,832,993,814,1175,2784,3318,3222,3438,1662,953,6422
450,788,911,702,1175,2784,3318,3786,3438,1662,953,6422
451,773,916,651,1102,2950,3830,3826,3940,1525,758,6422
452,800,930,736,1113,2801,3495,3142,3614,1582,866,6422
453,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
454,763,926,660,1134,2801,3558,3802,3610,1501,746,6422
455,783,897,683,1094,3004,3837,3882,3963,1534,752,6422
456,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
457,779,912,660,1134,2801,3558,3698,3610,1501,746,6422
458,788,911,702,1175,2784,3318,3786,3438,1662,953,6422
